0.0514441, 0.0496737, 0.0479316, 0.046218, 0.0445331, 0.0428768, 0.0412495, 0.0396511, 0.0380817, 0.0365416, 0.0350309, 0.0335496, 0.0320979, 0.030676, 0.029284, 0.027922, 0.0265902, 0.0252888, 0.0240179, 0.0227777, 0.0215683, 0.02039, 0.0192429, 0.0181271, 0.017043, 0.0159906, 0.0149702, 0.0139819, 0.0130261, 0.0121028, 0.0112123, 0.0103548, 0.00953057, 0.0087398, 0.00798273, 0.00725959, 0.00657061, 0.00591603, 0.00529611, 0.00471108, 0.0041612, 0.00364672, 0.00316788, 0.00272496, 0.00231821, 0.00194789, 0.00161426, 0.00131758, 0.00105812, 0.000836155, 0.000651937, 0.000505738, 0.000397823, 0.000328457, 0.000297904, 0.000306430
0.0499948, 0.0482547, 0.0465426, 0.0448588, 0.0432033, 0.0415762, 0.0399778, 0.038408, 0.0368671, 0.0353552, 0.0338723, 0.0324187, 0.0309944, 0.0295996, 0.0282345, 0.0268992, 0.0255939, 0.0243186, 0.0230737, 0.0218592, 0.0206753, 0.0195222, 0.0184001, 0.0173091, 0.0162495, 0.0152214, 0.014225, 0.0132606, 0.0123283, 0.0114284, 0.010561, 0.00972638, 0.00892476, 0.00815637, 0.00742143, 0.00672017, 0.00605283, 0.00541965, 0.00482087, 0.00425674, 0.00372751, 0.00323343, 0.00277474, 0.00235171, 0.0019646, 0.00161367, 0.00129917, 0.00102136, 0.000780526, 0.000576915, 0.000410796, 0.000282435, 0.000192096, 0.000140043, 0.000126542, 0.0001518530
0.0484983, 0.0467917, 0.045113, 0.0434622, 0.0418393, 0.0402447, 0.0386783, 0.0371403, 0.0356309, 0.0341501, 0.0326981, 0.0312751, 0.0298812, 0.0285164, 0.0271811, 0.0258753, 0.0245991, 0.0233529, 0.0221366, 0.0209505, 0.0197947, 0.0186694, 0.0175749, 0.0165112, 0.0154786, 0.0144773, 0.0135074, 0.0125691, 0.0116628, 0.0107885, 0.00994645, 0.00913692, 0.00836012, 0.00761625, 0.00690556, 0.00622826, 0.0055846, 0.00497482, 0.00439915, 0.00385784, 0.00335113, 0.00287929, 0.00244256, 0.00204119, 0.00167544, 0.00134557, 0.00105185, 0.000794525, 0.000573867, 0.000390138, 0.000243601, 0.000134521, 6.31617e-05, 2.97861e-05, 3.46571e-05, 7.80362e-050
0.0469566, 0.0452872, 0.0436452, 0.0420308, 0.040444, 0.038885, 0.037354, 0.035851, 0.0343762, 0.0329298, 0.0315118, 0.0301224, 0.0287618, 0.0274301, 0.0261275, 0.024854, 0.02361, 0.0223954, 0.0212105, 0.0200555, 0.0189306, 0.0178358, 0.0167714, 0.0157376, 0.0147345, 0.0137624, 0.0128214, 0.0119117, 0.0110336, 0.0101873, 0.00937289, 0.00859068, 0.00784086, 0.00712366, 0.00643931, 0.00578803, 0.00517007, 0.00458565, 0.00403502, 0.00351842, 0.0030361, 0.0025883, 0.00217528, 0.0017973, 0.0014546, 0.00114744, 0.000876095, 0.000640809, 0.00044185, 0.000279479, 0.000153959, 6.55544e-05, 1.45269e-05, 1.13958e-06, 2.56541e-05, 8.83312e-050
0.0453736, 0.0437449, 0.0421432, 0.0405687, 0.0390214, 0.0375015, 0.0360092, 0.0345446, 0.0331077, 0.0316988, 0.030318, 0.0289654, 0.0276413, 0.0263456, 0.0250786, 0.0238405, 0.0226314, 0.0214514, 0.0203008, 0.0191796, 0.0180881, 0.0170265, 0.0159949, 0.0149935, 0.0140224, 0.013082, 0.0121723, 0.0112936, 0.0104461, 0.00963002, 0.0088455, 0.00809279, 0.00737211, 0.00668368, 0.00602773, 0.00540449, 0.0048142, 0.00425707, 0.00373337, 0.00324332, 0.00278718, 0.00236519, 0.0019776, 0.00162466, 0.00130664, 0.00102378, 0.000776346, 0.000564595, 0.000388789, 0.000249189, 0.000146057, 7.9656e-05, 5.02474e-05, 5.80934e-05, 0.000103455, 0.0001865920
0.0437544, 0.0421702, 0.0406125, 0.0390815, 0.0375773, 0.0361001, 0.0346499, 0.033227, 0.0318315, 0.0304634, 0.029123, 0.0278104, 0.0265258, 0.0252693, 0.024041, 0.0228411, 0.0216699, 0.0205273, 0.0194137, 0.0183292, 0.0172739, 0.016248, 0.0152517, 0.0142853, 0.0133488, 0.0124425, 0.0115665, 0.0107211, 0.00990652, 0.00912288, 0.00837043, 0.00764937, 0.00695993, 0.00630233, 0.00567679, 0.00508355, 0.00452283, 0.00399487, 0.00349991, 0.00303819, 0.00260995, 0.00221545, 0.00185493, 0.00152864, 0.00123683, 0.000979775, 0.000757717, 0.000570919, 0.00041964, 0.000304142, 0.000224686, 0.000181534, 0.000174947, 0.000205187, 0.000272515, 0.000377190
0.0421064, 0.0405706, 0.0390607, 0.0375769, 0.0361194, 0.0346884, 0.0332839, 0.0319062, 0.0305553, 0.0292314, 0.0279346, 0.0266652, 0.0254233, 0.0242089, 0.0230224, 0.0218638, 0.0207332, 0.019631, 0.0185572, 0.0175119, 0.0164955, 0.015508, 0.0145497, 0.0136207, 0.0127212, 0.0118514, 0.0110115, 0.0102017, 0.00942218, 0.0086732, 0.00795493, 0.0072676, 0.00661143, 0.00598663, 0.00539342, 0.00483205, 0.00430273, 0.00380571, 0.00334123, 0.00290952, 0.00251082, 0.00214539, 0.00181348, 0.00151533, 0.0012512, 0.00102135, 0.000826027, 0.000665497, 0.000540018, 0.000449851, 0.000395257, 0.000376497, 0.000393833, 0.000447526, 0.000537837, 0.0006650260
0.0404394, 0.0389557, 0.0374973, 0.0360645, 0.0346574, 0.0332762, 0.0319209, 0.0305917, 0.0292889, 0.0280125, 0.0267626, 0.0255396, 0.0243434, 0.0231743, 0.0220324, 0.020918, 0.019831, 0.0187719, 0.0177406, 0.0167373, 0.0157623, 0.0148158, 0.0138978, 0.0130087, 0.0121485, 0.0113176, 0.010516, 0.00974394, 0.0090017, 0.00828945, 0.0076074, 0.00695577, 0.00633478, 0.00574464, 0.00518559, 0.00465785, 0.00416165, 0.00369723, 0.00326483, 0.00286469, 0.00249706, 0.00216217, 0.00186029, 0.00159165, 0.00135653, 0.00115516, 0.000987818, 0.000854751, 0.000756221, 0.000692491, 0.000663821, 0.000670474, 0.00071271, 0.000790793, 0.000904982, 0.001055540
0.0387655, 0.0373377, 0.0359347, 0.0345566, 0.0332034, 0.0318755, 0.0305728, 0.0292957, 0.0280442, 0.0268185, 0.0256188, 0.0244451, 0.0232978, 0.0221769, 0.0210826, 0.0200151, 0.0189745, 0.0179611, 0.0169749, 0.0160163, 0.0150852, 0.014182, 0.0133068, 0.0124599, 0.0116413, 0.0108513, 0.0100901, 0.00935794, 0.00865496, 0.0079814, 0.00733746, 0.00672336, 0.00613933, 0.00558558, 0.00506235, 0.00456986, 0.00410835, 0.00367805, 0.0032792, 0.00291205, 0.00257684, 0.00227382, 0.00200324, 0.00176535, 0.00156041, 0.00138867, 0.00125039, 0.00114583, 0.00107525, 0.00103892, 0.00103709, 0.00107003, 0.001138, 0.00124126, 0.00138008, 0.001554710
0.0370998, 0.0357318, 0.0343878, 0.0330679, 0.0317722, 0.030501, 0.0292544, 0.0280325, 0.0268356, 0.0256637, 0.0245171, 0.0233959, 0.0223003, 0.0212304, 0.0201864, 0.0191686, 0.018177, 0.0172118, 0.0162733, 0.0153615, 0.0144768, 0.0136192, 0.012789, 0.0119863, 0.0112114, 0.0104644, 0.00974559, 0.00905513, 0.00839324, 0.00776013, 0.00715601, 0.0065811, 0.00603563, 0.00551982, 0.0050339, 0.00457811, 0.00415267, 0.00375783, 0.00339382, 0.0030609, 0.00275931, 0.00248929, 0.00225111, 0.00204501, 0.00187126, 0.0017301, 0.0016218, 0.00154662, 0.00150482, 0.00149667, 0.00152243, 0.00158236, 0.00167673, 0.0018058, 0.00196984, 0.00216910
