0.0354609, 0.0341562, 0.0328747, 0.0316164, 0.0303816, 0.0291703, 0.0279829, 0.0268194, 0.02568, 0.0245649, 0.0234743, 0.0224082, 0.021367, 0.0203508, 0.0193597, 0.0183939, 0.0174537, 0.0165391, 0.0156505, 0.0147878, 0.0139515, 0.0131416, 0.0123583, 0.0116018, 0.0108724, 0.0101703, 0.00949553, 0.00884847, 0.00822927, 0.00763816, 0.00707535, 0.00654107, 0.00603555, 0.005559, 0.00511167, 0.00469379, 0.0043056, 0.00394733, 0.00361924, 0.00332157, 0.00305457, 0.00281849, 0.00261359, 0.00244012, 0.00229835, 0.00218852, 0.00211091, 0.00206578, 0.00205339, 0.00207401, 0.00212791, 0.00221534, 0.00233658, 0.00249189, 0.00268154, 0.002905790
0.0338709, 0.0326329, 0.0314171, 0.0302236, 0.0290526, 0.0279043, 0.0267789, 0.0256766, 0.0245975, 0.0235418, 0.0225097, 0.0215013, 0.0205169, 0.0195566, 0.0186207, 0.0177092, 0.0168224, 0.0159605, 0.0151236, 0.014312, 0.0135259, 0.0127654, 0.0120308, 0.0113222, 0.0106398, 0.00998399, 0.00935481, 0.00875252, 0.00817736, 0.00762952, 0.00710925, 0.00661676, 0.00615229, 0.00571607, 0.00530833, 0.00492932, 0.00457928, 0.00425846, 0.00396709, 0.00370544, 0.00347376, 0.0032723, 0.00310131, 0.00296107, 0.00285182, 0.00277385, 0.0027274, 0.00271275, 0.00273016, 0.00277991, 0.00286226, 0.00297748, 0.00312584, 0.00330761, 0.00352305, 0.003772450
0.0323563, 0.0311878, 0.0300405, 0.0289145, 0.0278101, 0.0267273, 0.0256665, 0.0246277, 0.0236112, 0.0226171, 0.0216457, 0.0206971, 0.0197716, 0.0188692, 0.0179902, 0.0171349, 0.0163033, 0.0154957, 0.0147122, 0.0139532, 0.0132188, 0.0125091, 0.0118244, 0.011165, 0.010531, 0.00992257, 0.00934004, 0.00878359, 0.00825344, 0.00774983, 0.00727297, 0.00682312, 0.00640049, 0.00600533, 0.00563788, 0.00529839, 0.00498711, 0.00470427, 0.00445015, 0.00422499, 0.00402905, 0.00386259, 0.00372587, 0.00361916, 0.00354272, 0.00349683, 0.00348174, 0.00349774, 0.00354509, 0.00362406, 0.00373493, 0.00387797, 0.00405345, 0.00426165, 0.00450284, 0.004777280
0.0309479, 0.0298514, 0.0287749, 0.0277186, 0.0266828, 0.0256676, 0.0246733, 0.0237, 0.0227479, 0.0218173, 0.0209082, 0.020021, 0.0191558, 0.0183128, 0.0174923, 0.0166943, 0.0159192, 0.0151671, 0.0144383, 0.0137329, 0.0130511, 0.0123932, 0.0117595, 0.01115, 0.0105651, 0.0100049, 0.00946972, 0.00895974, 0.00847521, 0.00801636, 0.00758342, 0.00717664, 0.00679626, 0.00644253, 0.00611569, 0.005816, 0.0055437, 0.00529906, 0.00508234, 0.00489379, 0.00473368, 0.00460228, 0.00449984, 0.00442665, 0.00438298, 0.00436909, 0.00438526, 0.00443176, 0.00450887, 0.00461688, 0.00475604, 0.00492665, 0.00512898, 0.00536331, 0.0056299, 0.005929050
0.0296819, 0.028659, 0.0276549, 0.0266699, 0.0257041, 0.0247579, 0.0238314, 0.0229248, 0.0220383, 0.0211722, 0.0203266, 0.0195017, 0.0186978, 0.0179151, 0.0171537, 0.0164139, 0.0156959, 0.015, 0.0143263, 0.013675, 0.0130465, 0.0124409, 0.0118583, 0.0112992, 0.0107637, 0.0102519, 0.00976428, 0.00930093, 0.00886212, 0.00844811, 0.00805912, 0.00769542, 0.00735724, 0.00704486, 0.00675851, 0.00649847, 0.00626499, 0.00605833, 0.00587877, 0.00572656, 0.00560198, 0.00550531, 0.0054368, 0.00539675, 0.00538543, 0.00540311, 0.00545007, 0.0055266, 0.00563298, 0.00576949, 0.00593641, 0.00613402, 0.0063626, 0.00662245, 0.00691383, 0.007237030
0.0286, 0.0276514, 0.0267204, 0.0258073, 0.0249122, 0.0240355, 0.0231772, 0.0223378, 0.0215172, 0.0207159, 0.019934, 0.0191717, 0.0184292, 0.0177068, 0.0170047, 0.0163231, 0.0156623, 0.0150224, 0.0144038, 0.0138066, 0.013231, 0.0126774, 0.0121459, 0.0116368, 0.0111503, 0.0106867, 0.0102462, 0.00982905, 0.00943552, 0.00906586, 0.00872032, 0.00839916, 0.00810264, 0.00783101, 0.00758456, 0.00736353, 0.00716821, 0.00699885, 0.00685575, 0.00673916, 0.00664937, 0.00658666, 0.00655131, 0.0065436, 0.00656381, 0.00661223, 0.00668914, 0.00679484, 0.0069296, 0.00709373, 0.00728749, 0.00751119, 0.00776511, 0.00804953, 0.00836475, 0.008711050
0.0277501, 0.0268754, 0.026017, 0.0251753, 0.0243504, 0.0235426, 0.0227521, 0.0219791, 0.0212239, 0.0204867, 0.0197678, 0.0190673, 0.0183856, 0.0177227, 0.0170791, 0.0164549, 0.0158503, 0.0152657, 0.0147012, 0.0141571, 0.0136336, 0.013131, 0.0126495, 0.0121894, 0.011751, 0.0113344, 0.01094, 0.010568, 0.0102187, 0.00989224, 0.00958902, 0.00930926, 0.00905324, 0.00882121, 0.00861346, 0.00843026, 0.0082719, 0.00813864, 0.00803077, 0.00794857, 0.00789234, 0.00786235, 0.0078589, 0.00788226, 0.00793275, 0.00801063, 0.00811622, 0.0082498, 0.00841166, 0.00860211, 0.00882142, 0.0090699, 0.00934785, 0.00965554, 0.00999329, 0.01036140
0.0271867, 0.0263841, 0.0255966, 0.0248244, 0.0240678, 0.0233271, 0.0226025, 0.0218942, 0.0212025, 0.0205276, 0.0198698, 0.0192293, 0.0186064, 0.0180013, 0.0174143, 0.0168456, 0.0162954, 0.0157641, 0.0152519, 0.0147591, 0.0142858, 0.0138324, 0.0133991, 0.0129862, 0.0125939, 0.0122226, 0.0118724, 0.0115437, 0.0112367, 0.0109517, 0.010689, 0.0104488, 0.0102314, 0.0100372, 0.00986632, 0.00971914, 0.00959592, 0.00949695, 0.00942252, 0.00937292, 0.00934845, 0.0093494, 0.00937606, 0.00942874, 0.00950773, 0.00961332, 0.00974582, 0.00990554, 0.0100928, 0.0103078, 0.0105509, 0.0108225, 0.0111227, 0.011452, 0.0118106, 0.01219870
0.0269716, 0.0262375, 0.0255173, 0.0248113, 0.0241196, 0.0234426, 0.0227805, 0.0221335, 0.021502, 0.0208862, 0.0202863, 0.0197026, 0.0191354, 0.018585, 0.0180515, 0.0175352, 0.0170365, 0.0165556, 0.0160928, 0.0156482, 0.0152223, 0.0148152, 0.0144272, 0.0140587, 0.0137098, 0.0133809, 0.0130723, 0.0127841, 0.0125168, 0.0122706, 0.0120457, 0.0118425, 0.0116612, 0.0115022, 0.0113657, 0.011252, 0.0111614, 0.0110943, 0.0110508, 0.0110314, 0.0110363, 0.0110658, 0.0111202, 0.0111999, 0.0113051, 0.0114361, 0.0115932, 0.0117768, 0.0119871, 0.0122245, 0.0124893, 0.0127817, 0.0131021, 0.0134508, 0.0138281, 0.01423430
0.0271743, 0.0265031, 0.0258447, 0.0251993, 0.0245672, 0.0239487, 0.0233439, 0.0227533, 0.022177, 0.0216153, 0.0210686, 0.020537, 0.0200208, 0.0195204, 0.0190359, 0.0185678, 0.0181161, 0.0176813, 0.0172635, 0.0168632, 0.0164804, 0.0161157, 0.0157691, 0.015441, 0.0151317, 0.0148415, 0.0145706, 0.0143194, 0.0140881, 0.013877, 0.0136864, 0.0135167, 0.0133681, 0.0132409, 0.0131354, 0.013052, 0.0129908, 0.0129523, 0.0129367, 0.0129443, 0.0129755, 0.0130305, 0.0131097, 0.0132134, 0.0133418, 0.0134953, 0.0136743, 0.0138789, 0.0141096, 0.0143667, 0.0146504, 0.014961, 0.015299, 0.0156645, 0.0160579, 0.01647950
